arac_sayisi,alpha,talep_faktor,talep_sok_pct,dispatch_kural,n_modu,starv_pct,starv_dk,ort_wip,sefer_sayisi,mesafe_km
1,0.3,0.9,-10,SLACK,Dinamik_N,65.33,7526,85.8,8,12.77
2,0.3,0.9,-10,SLACK,Dinamik_N,47.33,5452,130.5,16,26.03
3,0.3,0.9,-10,SLACK,Dinamik_N,29.84,3438,176.2,24,37.28
4,0.3,0.9,-10,SLACK,Dinamik_N,17.93,2065,213.5,33,50.0
5,0.3,0.9,-10,SLACK,Dinamik_N,11.74,1352,236.7,56,51.15
6,0.3,0.9,-10,SLACK,Dinamik_N,6.52,751,247.0,96,52.2
7,0.3,0.9,-10,SLACK,Dinamik_N,3.25,374,251.1,124,50.84
8,0.3,0.9,-10,SLACK,Dinamik_N,2.37,273,251.8,129,51.03
1,0.05,1.0,0,SLACK,Dinamik_N,70.44,8115,65.4,8,13.28
2,0.05,1.0,0,SLACK,Dinamik_N,54.12,6235,101.7,16,26.09
3,0.05,1.0,0,SLACK,Dinamik_N,39.0,4493,137.2,24,39.36
4,0.05,1.0,0,SLACK,Dinamik_N,24.29,2798,172.5,32,50.32
5,0.05,1.0,0,SLACK,Dinamik_N,15.92,1834,200.6,42,60.66
6,0.05,1.0,0,SLACK,Dinamik_N,13.03,1501,211.3,76,63.58
7,0.05,1.0,0,SLACK,Dinamik_N,8.56,986,217.4,107,61.26
8,0.05,1.0,0,SLACK,Dinamik_N,4.27,492,225.5,142,59.98
1,0.1,1.0,0,SLACK,Dinamik_N,70.45,8116,65.3,8,12.75
2,0.1,1.0,0,SLACK,Dinamik_N,54.09,6231,101.6,16,26.01
3,0.1,1.0,0,SLACK,Dinamik_N,38.87,4478,137.7,24,38.27
4,0.1,1.0,0,SLACK,Dinamik_N,24.53,2826,172.3,32,50.28
5,0.1,1.0,0,SLACK,Dinamik_N,14.71,1695,201.5,42,60.2
6,0.1,1.0,0,SLACK,Dinamik_N,13.12,1511,211.2,75,61.28
7,0.1,1.0,0,SLACK,Dinamik_N,8.88,1023,218.3,112,61.32
8,0.1,1.0,0,SLACK,Dinamik_N,4.2,484,225.4,139,61.14
1,0.15,1.0,0,SLACK,Dinamik_N,69.52,8009,71.4,8,13.75
2,0.15,1.0,0,SLACK,Dinamik_N,53.03,6109,111.0,16,27.1
3,0.15,1.0,0,SLACK,Dinamik_N,36.73,4231,148.7,24,39.08
4,0.15,1.0,0,SLACK,Dinamik_N,24.66,2841,182.4,32,49.04
5,0.15,1.0,0,SLACK,Dinamik_N,16.07,1851,211.1,42,57.78
6,0.15,1.0,0,SLACK,Dinamik_N,11.11,1280,224.6,81,61.57
7,0.15,1.0,0,SLACK,Dinamik_N,6.89,794,232.5,116,60.13
8,0.15,1.0,0,SLACK,Dinamik_N,3.66,422,237.1,139,58.75
1,0.2,1.0,0,SLACK,Dinamik_N,68.66,7910,77.3,8,13.15
2,0.2,1.0,0,SLACK,Dinamik_N,51.93,5982,119.2,16,25.48
3,0.2,1.0,0,SLACK,Dinamik_N,35.61,4102,160.1,24,37.36
4,0.2,1.0,0,SLACK,Dinamik_N,21.7,2500,197.3,33,49.75
5,0.2,1.0,0,SLACK,Dinamik_N,14.4,1659,225.4,45,59.85
6,0.2,1.0,0,SLACK,Dinamik_N,11.86,1366,236.3,83,57.8
7,0.2,1.0,0,SLACK,Dinamik_N,6.43,741,243.9,113,56.8
8,0.2,1.0,0,SLACK,Dinamik_N,3.23,372,247.8,137,57.14
1,0.25,1.0,0,SLACK,Dinamik_N,67.65,7793,84.2,8,12.48
2,0.25,1.0,0,SLACK,Dinamik_N,50.81,5853,127.6,16,26.6
3,0.25,1.0,0,SLACK,Dinamik_N,34.1,3928,169.9,24,38.47
4,0.25,1.0,0,SLACK,Dinamik_N,20.91,2409,210.6,32,49.02
5,0.25,1.0,0,SLACK,Dinamik_N,12.97,1494,241.2,47,57.33
6,0.25,1.0,0,SLACK,Dinamik_N,8.72,1005,251.0,88,56.19
7,0.25,1.0,0,SLACK,Dinamik_N,4.98,574,257.1,116,56.41
8,0.25,1.0,0,SLACK,Dinamik_N,3.43,395,258.8,131,56.42
1,0.3,1.0,0,SLACK,Dinamik_N,65.72,7571,98.4,8,14.01
2,0.3,1.0,0,SLACK,Dinamik_N,48.32,5567,146.1,16,26.21
3,0.3,1.0,0,SLACK,Dinamik_N,30.25,3485,193.9,24,38.43
4,0.3,1.0,0,SLACK,Dinamik_N,17.18,1979,241.2,32,48.48
5,0.3,1.0,0,SLACK,Dinamik_N,11.47,1321,267.9,55,53.13
6,0.3,1.0,0,SLACK,Dinamik_N,7.02,809,277.9,92,52.99
7,0.3,1.0,0,SLACK,Dinamik_N,4.48,516,281.5,114,54.28
8,0.3,1.0,0,SLACK,Dinamik_N,2.66,307,283.3,126,52.93
1,0.05,1.1,10,SLACK,Dinamik_N,72.2,8318,65.1,8,13.27
2,0.05,1.1,10,SLACK,Dinamik_N,56.89,6554,101.3,16,26.34
3,0.05,1.1,10,SLACK,Dinamik_N,41.93,4830,136.1,24,38.37
4,0.05,1.1,10,SLACK,Dinamik_N,28.56,3290,170.9,32,50.55
5,0.05,1.1,10,SLACK,Dinamik_N,18.15,2091,200.4,40,59.34
6,0.05,1.1,10,SLACK,Dinamik_N,15.81,1821,214.8,65,68.77
7,0.05,1.1,10,SLACK,Dinamik_N,10.44,1203,225.5,104,67.69
8,0.05,1.1,10,SLACK,Dinamik_N,6.54,753,231.0,131,65.91
1,0.1,1.1,10,SLACK,Dinamik_N,71.35,8220,70.5,8,13.39
2,0.1,1.1,10,SLACK,Dinamik_N,55.94,6444,109.2,16,25.65
3,0.1,1.1,10,SLACK,Dinamik_N,40.66,4684,146.8,24,37.5
4,0.1,1.1,10,SLACK,Dinamik_N,27.77,3199,182.2,32,48.82
5,0.1,1.1,10,SLACK,Dinamik_N,17.83,2054,211.7,42,61.11
6,0.1,1.1,10,SLACK,Dinamik_N,13.26,1527,230.1,66,65.65
7,0.1,1.1,10,SLACK,Dinamik_N,9.82,1131,237.7,106,64.79
8,0.1,1.1,10,SLACK,Dinamik_N,6.28,723,243.2,127,64.27
1,0.15,1.1,10,SLACK,Dinamik_N,70.43,8114,76.8,8,13.42
2,0.15,1.1,10,SLACK,Dinamik_N,54.71,6303,117.9,16,26.99
3,0.15,1.1,10,SLACK,Dinamik_N,40.05,4614,154.7,24,38.74
4,0.15,1.1,10,SLACK,Dinamik_N,25.82,2975,195.4,32,47.11
5,0.15,1.1,10,SLACK,Dinamik_N,17.4,2005,223.6,43,58.62
6,0.15,1.1,10,SLACK,Dinamik_N,13.8,1590,241.0,72,62.75
7,0.15,1.1,10,SLACK,Dinamik_N,8.33,960,250.4,107,62.55
8,0.15,1.1,10,SLACK,Dinamik_N,4.18,482,257.2,134,61.83
1,0.2,1.1,10,SLACK,Dinamik_N,68.7,7914,89.8,7,12.28
2,0.2,1.1,10,SLACK,Dinamik_N,52.72,6073,133.9,15,24.42
3,0.2,1.1,10,SLACK,Dinamik_N,35.84,4129,178.0,23,36.02
4,0.2,1.1,10,SLACK,Dinamik_N,21.9,2523,222.6,32,48.2
5,0.2,1.1,10,SLACK,Dinamik_N,16.09,1854,253.4,43,58.3
6,0.2,1.1,10,SLACK,Dinamik_N,11.73,1351,267.8,81,61.56
7,0.2,1.1,10,SLACK,Dinamik_N,7.99,921,273.0,112,59.05
8,0.2,1.1,10,SLACK,Dinamik_N,4.49,517,278.7,129,57.99
1,0.25,1.1,10,SLACK,Dinamik_N,64.79,7464,113.6,8,12.64
2,0.25,1.1,10,SLACK,Dinamik_N,47.66,5491,170.0,16,25.08
3,0.25,1.1,10,SLACK,Dinamik_N,30.38,3500,222.6,24,34.81
4,0.25,1.1,10,SLACK,Dinamik_N,16.88,1944,271.2,34,48.08
5,0.25,1.1,10,SLACK,Dinamik_N,11.97,1379,301.7,58,53.63
6,0.25,1.1,10,SLACK,Dinamik_N,7.71,888,311.5,92,51.8
7,0.25,1.1,10,SLACK,Dinamik_N,4.2,484,317.1,117,51.19
8,0.25,1.1,10,SLACK,Dinamik_N,2.8,322,319.4,128,51.7
1,0.3,1.1,10,SLACK,Dinamik_N,61.86,7126,131.9,8,13.59
2,0.3,1.1,10,SLACK,Dinamik_N,43.45,5005,196.6,16,27.15
3,0.3,1.1,10,SLACK,Dinamik_N,26.68,3074,258.3,24,37.79
4,0.3,1.1,10,SLACK,Dinamik_N,14.13,1628,314.8,34,46.84
5,0.3,1.1,10,SLACK,Dinamik_N,9.36,1078,334.4,64,47.92
6,0.3,1.1,10,SLACK,Dinamik_N,7.8,898,341.3,88,47.52
7,0.3,1.1,10,SLACK,Dinamik_N,4.47,515,346.3,108,47.25
8,0.3,1.1,10,SLACK,Dinamik_N,3.2,369,347.9,115,47.06
1,0.05,1.2,20,SLACK,Dinamik_N,72.82,8389,70.4,8,13.66
2,0.05,1.2,20,SLACK,Dinamik_N,58.15,6699,107.8,16,27.65
3,0.05,1.2,20,SLACK,Dinamik_N,43.48,5009,142.9,24,38.7
4,0.05,1.2,20,SLACK,Dinamik_N,32.34,3725,178.1,32,49.55
5,0.05,1.2,20,SLACK,Dinamik_N,20.97,2416,210.8,40,60.62
6,0.05,1.2,20,SLACK,Dinamik_N,15.27,1759,232.0,59,68.55
7,0.05,1.2,20,SLACK,Dinamik_N,12.46,1435,241.1,101,68.66
8,0.05,1.2,20,SLACK,Dinamik_N,8.56,986,248.0,130,67.38
1,0.1,1.2,20,SLACK,Dinamik_N,71.09,8189,82.5,7,12.33
2,0.1,1.2,20,SLACK,Dinamik_N,56.08,6460,122.6,15,24.86
3,0.1,1.2,20,SLACK,Dinamik_N,40.86,4707,164.1,23,36.64
4,0.1,1.2,20,SLACK,Dinamik_N,26.71,3077,207.7,30,46.76
5,0.1,1.2,20,SLACK,Dinamik_N,18.57,2139,240.4,39,56.18
6,0.1,1.2,20,SLACK,Dinamik_N,13.66,1574,259.1,70,65.04
7,0.1,1.2,20,SLACK,Dinamik_N,11.44,1318,264.6,103,64.75
8,0.1,1.2,20,SLACK,Dinamik_N,8.33,960,270.4,129,64.01
1,0.15,1.2,20,SLACK,Dinamik_N,67.6,7787,104.0,8,12.73
2,0.15,1.2,20,SLACK,Dinamik_N,51.62,5947,156.5,16,24.75
3,0.15,1.2,20,SLACK,Dinamik_N,35.09,4042,205.5,24,35.17
4,0.15,1.2,20,SLACK,Dinamik_N,23.35,2690,250.1,33,47.37
5,0.15,1.2,20,SLACK,Dinamik_N,14.44,1664,290.1,45,56.81
6,0.15,1.2,20,SLACK,Dinamik_N,11.29,1301,301.1,83,58.53
7,0.15,1.2,20,SLACK,Dinamik_N,6.85,789,311.2,115,58.9
8,0.15,1.2,20,SLACK,Dinamik_N,3.98,458,315.0,134,58.13
1,0.2,1.2,20,SLACK,Dinamik_N,64.84,7470,120.9,8,13.37
2,0.2,1.2,20,SLACK,Dinamik_N,47.61,5485,181.6,16,24.62
3,0.2,1.2,20,SLACK,Dinamik_N,30.53,3517,242.1,24,35.3
4,0.2,1.2,20,SLACK,Dinamik_N,19.16,2207,292.3,32,46.18
5,0.2,1.2,20,SLACK,Dinamik_N,11.87,1367,325.6,54,54.73
6,0.2,1.2,20,SLACK,Dinamik_N,7.21,831,337.0,91,55.06
7,0.2,1.2,20,SLACK,Dinamik_N,6.34,730,337.8,114,54.67
8,0.2,1.2,20,SLACK,Dinamik_N,4.24,488,340.5,133,53.3
1,0.25,1.2,20,SLACK,Dinamik_N,61.92,7133,141.8,8,13.53
2,0.25,1.2,20,SLACK,Dinamik_N,43.44,5004,213.0,16,25.38
3,0.25,1.2,20,SLACK,Dinamik_N,26.56,3060,284.2,24,35.63
4,0.25,1.2,20,SLACK,Dinamik_N,13.95,1607,342.6,36,48.92
5,0.25,1.2,20,SLACK,Dinamik_N,10.12,1166,365.3,67,51.04
6,0.25,1.2,20,SLACK,Dinamik_N,6.26,721,375.6,91,48.84
7,0.25,1.2,20,SLACK,Dinamik_N,4.2,484,378.1,108,48.61
8,0.25,1.2,20,SLACK,Dinamik_N,3.02,348,380.5,117,49.18
1,0.3,1.2,20,SLACK,Dinamik_N,59.85,6895,154.7,8,13.54
2,0.3,1.2,20,SLACK,Dinamik_N,40.32,4645,233.7,16,25.48
3,0.3,1.2,20,SLACK,Dinamik_N,22.84,2631,312.8,24,36.86
4,0.3,1.2,20,SLACK,Dinamik_N,10.22,1177,376.1,40,47.41
5,0.3,1.2,20,SLACK,Dinamik_N,7.42,855,389.8,72,46.74
6,0.3,1.2,20,SLACK,Dinamik_N,6.35,732,392.9,96,47.03
7,0.3,1.2,20,SLACK,Dinamik_N,2.97,342,399.3,111,45.85
8,0.3,1.2,20,SLACK,Dinamik_N,2.13,245,399.7,117,45.0
1,0.05,0.8,-20,FIFO,Dinamik_N,63.6,7327,80.8,8,13.13
2,0.05,0.8,-20,FIFO,Dinamik_N,44.26,5099,124.6,16,25.54
3,0.05,0.8,-20,FIFO,Dinamik_N,26.86,3094,167.7,24,39.23
4,0.05,0.8,-20,FIFO,Dinamik_N,12.54,1445,206.3,31,46.65
5,0.05,0.8,-20,FIFO,Dinamik_N,9.36,1078,220.0,63,49.62
6,0.05,0.8,-20,FIFO,Dinamik_N,4.58,528,226.8,93,49.49
7,0.05,0.8,-20,FIFO,Dinamik_N,3.57,411,228.6,107,48.1
8,0.05,0.8,-20,FIFO,Dinamik_N,2.42,279,229.3,114,47.94
1,0.1,0.8,-20,FIFO,Dinamik_N,63.59,7325,80.9,8,13.13
2,0.1,0.8,-20,FIFO,Dinamik_N,44.24,5097,124.7,16,25.38
3,0.1,0.8,-20,FIFO,Dinamik_N,26.92,3101,168.0,24,39.52
4,0.1,0.8,-20,FIFO,Dinamik_N,11.26,1297,209.0,31,47.63
5,0.1,0.8,-20,FIFO,Dinamik_N,8.27,953,220.8,68,48.63
6,0.1,0.8,-20,FIFO,Dinamik_N,5.19,598,225.9,99,48.96
7,0.1,0.8,-20,FIFO,Dinamik_N,3.23,372,229.0,111,48.75
8,0.1,0.8,-20,FIFO,Dinamik_N,2.6,299,229.9,117,48.83
1,0.15,0.8,-20,FIFO,Dinamik_N,63.61,7328,80.8,8,12.81
2,0.15,0.8,-20,FIFO,Dinamik_N,44.18,5090,124.8,16,25.41
3,0.15,0.8,-20,FIFO,Dinamik_N,26.91,3100,168.4,24,38.77
4,0.15,0.8,-20,FIFO,Dinamik_N,13.09,1508,206.6,32,47.02
5,0.15,0.8,-20,FIFO,Dinamik_N,9.63,1109,220.3,67,49.31
6,0.15,0.8,-20,FIFO,Dinamik_N,4.9,565,227.1,100,47.82
7,0.15,0.8,-20,FIFO,Dinamik_N,2.29,264,230.6,117,47.98
8,0.15,0.8,-20,FIFO,Dinamik_N,1.69,195,231.0,124,47.65
1,0.2,0.8,-20,FIFO,Dinamik_N,63.63,7330,80.9,8,13.03
2,0.2,0.8,-20,FIFO,Dinamik_N,44.16,5087,124.9,16,26.89
3,0.2,0.8,-20,FIFO,Dinamik_N,26.79,3086,168.4,24,40.0
4,0.2,0.8,-20,FIFO,Dinamik_N,14.11,1625,204.7,33,47.58
5,0.2,0.8,-20,FIFO,Dinamik_N,8.5,979,221.1,67,51.14
6,0.2,0.8,-20,FIFO,Dinamik_N,5.22,601,226.1,96,51.16
7,0.2,0.8,-20,FIFO,Dinamik_N,2.56,295,229.9,118,50.31
8,0.2,0.8,-20,FIFO,Dinamik_N,1.55,178,230.7,126,49.38
1,0.25,0.8,-20,FIFO,Dinamik_N,63.62,7329,81.0,8,12.81
2,0.25,0.8,-20,FIFO,Dinamik_N,44.13,5084,125.1,16,26.02
3,0.25,0.8,-20,FIFO,Dinamik_N,26.29,3029,168.5,24,38.45
4,0.25,0.8,-20,FIFO,Dinamik_N,10.86,1251,209.8,33,47.58
5,0.25,0.8,-20,FIFO,Dinamik_N,9.18,1057,221.7,68,49.96
6,0.25,0.8,-20,FIFO,Dinamik_N,5.24,604,226.5,97,48.88
7,0.25,0.8,-20,FIFO,Dinamik_N,3.04,350,229.4,117,48.64
8,0.25,0.8,-20,FIFO,Dinamik_N,2.49,287,229.8,124,48.32
1,0.3,0.8,-20,FIFO,Dinamik_N,63.59,7326,81.0,8,12.91
2,0.3,0.8,-20,FIFO,Dinamik_N,44.1,5080,125.4,16,25.98
3,0.3,0.8,-20,FIFO,Dinamik_N,26.73,3079,168.7,24,38.89
4,0.3,0.8,-20,FIFO,Dinamik_N,11.32,1304,209.2,33,48.64
5,0.3,0.8,-20,FIFO,Dinamik_N,8.89,1024,221.1,65,50.25
6,0.3,0.8,-20,FIFO,Dinamik_N,4.66,537,227.9,95,49.6
7,0.3,0.8,-20,FIFO,Dinamik_N,3.17,365,229.6,111,49.36
8,0.3,0.8,-20,FIFO,Dinamik_N,2.36,272,230.4,121,49.2
1,0.05,0.9,-10,FIFO,Dinamik_N,67.34,7758,72.2,8,13.06
2,0.05,0.9,-10,FIFO,Dinamik_N,49.64,5719,112.0,16,26.44
3,0.05,0.9,-10,FIFO,Dinamik_N,33.45,3853,151.0,24,39.4
4,0.05,0.9,-10,FIFO,Dinamik_N,18.5,2131,188.8,32,50.68
5,0.05,0.9,-10,FIFO,Dinamik_N,13.61,1568,210.2,52,56.06
6,0.05,0.9,-10,FIFO,Dinamik_N,8.95,1031,218.8,83,54.29
7,0.05,0.9,-10,FIFO,Dinamik_N,4.95,570,224.0,111,53.78
8,0.05,0.9,-10,FIFO,Dinamik_N,3.8,438,225.4,125,53.46
1,0.1,0.9,-10,FIFO,Dinamik_N,67.3,7753,72.4,8,12.61
2,0.1,0.9,-10,FIFO,Dinamik_N,49.67,5722,112.1,16,25.85
3,0.1,0.9,-10,FIFO,Dinamik_N,33.32,3838,151.4,24,39.43
4,0.1,0.9,-10,FIFO,Dinamik_N,20.29,2337,185.8,33,50.27
5,0.1,0.9,-10,FIFO,Dinamik_N,12.49,1439,211.1,54,58.88
6,0.1,0.9,-10,FIFO,Dinamik_N,7.9,910,221.4,94,55.76
7,0.1,0.9,-10,FIFO,Dinamik_N,4.69,540,224.6,120,54.17
8,0.1,0.9,-10,FIFO,Dinamik_N,3.79,437,225.2,128,53.69
1,0.15,0.9,-10,FIFO,Dinamik_N,67.31,7754,72.4,8,12.39
2,0.15,0.9,-10,FIFO,Dinamik_N,49.6,5714,112.0,16,25.59
3,0.15,0.9,-10,FIFO,Dinamik_N,33.49,3858,151.4,24,39.28
4,0.15,0.9,-10,FIFO,Dinamik_N,18.8,2166,188.2,32,48.41
5,0.15,0.9,-10,FIFO,Dinamik_N,12.68,1461,210.9,52,54.1
6,0.15,0.9,-10,FIFO,Dinamik_N,7.93,913,220.5,92,54.8
7,0.15,0.9,-10,FIFO,Dinamik_N,4.35,501,225.9,117,54.66
8,0.15,0.9,-10,FIFO,Dinamik_N,3.48,401,225.9,132,54.26
1,0.2,0.9,-10,FIFO,Dinamik_N,67.35,7759,72.4,8,12.57
2,0.2,0.9,-10,FIFO,Dinamik_N,49.58,5712,112.3,16,25.78
3,0.2,0.9,-10,FIFO,Dinamik_N,33.24,3829,151.9,24,39.42
4,0.2,0.9,-10,FIFO,Dinamik_N,18.79,2165,188.6,32,48.4
5,0.2,0.9,-10,FIFO,Dinamik_N,10.93,1259,213.9,53,57.09
6,0.2,0.9,-10,FIFO,Dinamik_N,8.25,950,220.4,91,54.75
7,0.2,0.9,-10,FIFO,Dinamik_N,4.72,544,224.8,119,54.7
8,0.2,0.9,-10,FIFO,Dinamik_N,2.46,283,227.0,135,53.57
1,0.25,0.9,-10,FIFO,Dinamik_N,66.34,7642,79.1,8,13.2
2,0.25,0.9,-10,FIFO,Dinamik_N,48.37,5572,122.5,16,26.54
3,0.25,0.9,-10,FIFO,Dinamik_N,31.9,3675,162.7,24,37.55
4,0.25,0.9,-10,FIFO,Dinamik_N,17.76,2046,202.1,33,51.95
5,0.25,0.9,-10,FIFO,Dinamik_N,10.95,1262,225.3,56,53.82
6,0.25,0.9,-10,FIFO,Dinamik_N,8.37,964,232.3,94,55.19
7,0.25,0.9,-10,FIFO,Dinamik_N,4.45,513,237.2,118,52.72
8,0.25,0.9,-10,FIFO,Dinamik_N,2.97,342,237.9,130,53.27
1,0.3,0.9,-10,FIFO,Dinamik_N,65.35,7528,85.8,8,13.7
2,0.3,0.9,-10,FIFO,Dinamik_N,47.31,5450,130.9,16,26.5
3,0.3,0.9,-10,FIFO,Dinamik_N,29.64,3415,175.8,24,38.38
4,0.3,0.9,-10,FIFO,Dinamik_N,17.5,2016,214.2,33,50.6
5,0.3,0.9,-10,FIFO,Dinamik_N,11.81,1361,236.7,56,51.54
6,0.3,0.9,-10,FIFO,Dinamik_N,6.19,713,246.8,96,52.78
7,0.3,0.9,-10,FIFO,Dinamik_N,3.07,354,250.7,124,50.92
8,0.3,0.9,-10,FIFO,Dinamik_N,2.45,282,251.6,129,51.31
1,0.05,1.0,0,FIFO,Dinamik_N,70.46,8117,65.2,8,13.82
2,0.05,1.0,0,FIFO,Dinamik_N,54.14,6237,101.7,16,26.7
3,0.05,1.0,0,FIFO,Dinamik_N,38.83,4473,137.7,24,39.84
4,0.05,1.0,0,FIFO,Dinamik_N,24.33,2803,172.4,32,50.54
5,0.05,1.0,0,FIFO,Dinamik_N,15.68,1806,200.8,42,60.94
6,0.05,1.0,0,FIFO,Dinamik_N,13.0,1498,211.0,76,63.61
7,0.05,1.0,0,FIFO,Dinamik_N,8.3,956,217.4,107,61.22
8,0.05,1.0,0,FIFO,Dinamik_N,4.3,495,225.6,142,59.65
1,0.1,1.0,0,FIFO,Dinamik_N,70.43,8113,65.3,8,13.01
2,0.1,1.0,0,FIFO,Dinamik_N,54.17,6240,101.5,16,26.02
3,0.1,1.0,0,FIFO,Dinamik_N,38.69,4457,138.0,24,37.84
4,0.1,1.0,0,FIFO,Dinamik_N,24.49,2821,172.4,32,49.65
5,0.1,1.0,0,FIFO,Dinamik_N,14.84,1709,201.3,42,60.0
6,0.1,1.0,0,FIFO,Dinamik_N,12.65,1457,211.5,75,60.41
7,0.1,1.0,0,FIFO,Dinamik_N,9.48,1092,217.5,112,60.52
8,0.1,1.0,0,FIFO,Dinamik_N,4.13,476,225.7,139,60.49
1,0.15,1.0,0,FIFO,Dinamik_N,69.5,8006,71.5,8,13.77
2,0.15,1.0,0,FIFO,Dinamik_N,53.03,6109,111.0,16,26.91
3,0.15,1.0,0,FIFO,Dinamik_N,36.94,4255,148.4,24,38.28
4,0.15,1.0,0,FIFO,Dinamik_N,24.58,2832,182.4,32,48.32
5,0.15,1.0,0,FIFO,Dinamik_N,15.93,1835,211.1,42,57.06
6,0.15,1.0,0,FIFO,Dinamik_N,11.17,1287,224.5,81,61.31
7,0.15,1.0,0,FIFO,Dinamik_N,6.89,794,232.9,116,60.6
8,0.15,1.0,0,FIFO,Dinamik_N,3.41,393,237.4,139,58.32
1,0.2,1.0,0,FIFO,Dinamik_N,68.65,7908,77.4,8,12.99
2,0.2,1.0,0,FIFO,Dinamik_N,51.97,5987,119.1,16,25.74
3,0.2,1.0,0,FIFO,Dinamik_N,35.53,4093,160.2,24,36.99
4,0.2,1.0,0,FIFO,Dinamik_N,21.7,2500,197.7,33,49.4
5,0.2,1.0,0,FIFO,Dinamik_N,13.44,1548,226.7,45,60.26
6,0.2,1.0,0,FIFO,Dinamik_N,12.25,1411,236.9,83,58.16
7,0.2,1.0,0,FIFO,Dinamik_N,6.03,695,244.6,113,56.62
8,0.2,1.0,0,FIFO,Dinamik_N,3.2,369,248.0,137,56.99
1,0.25,1.0,0,FIFO,Dinamik_N,67.66,7795,84.3,8,13.52
2,0.25,1.0,0,FIFO,Dinamik_N,50.86,5859,127.5,16,26.78
3,0.25,1.0,0,FIFO,Dinamik_N,33.99,3916,169.4,24,37.76
4,0.25,1.0,0,FIFO,Dinamik_N,20.55,2367,211.3,32,49.76
5,0.25,1.0,0,FIFO,Dinamik_N,13.4,1544,240.9,47,57.57
6,0.25,1.0,0,FIFO,Dinamik_N,8.9,1025,250.0,88,56.6
7,0.25,1.0,0,FIFO,Dinamik_N,4.74,546,257.1,116,56.41
8,0.25,1.0,0,FIFO,Dinamik_N,3.25,374,259.0,131,56.71
1,0.3,1.0,0,FIFO,Dinamik_N,65.74,7573,98.3,8,14.25
2,0.3,1.0,0,FIFO,Dinamik_N,48.2,5553,146.3,16,26.05
3,0.3,1.0,0,FIFO,Dinamik_N,30.49,3512,193.6,24,37.63
4,0.3,1.0,0,FIFO,Dinamik_N,17.51,2017,240.5,32,47.39
5,0.3,1.0,0,FIFO,Dinamik_N,11.4,1313,267.8,55,52.86
6,0.3,1.0,0,FIFO,Dinamik_N,6.92,797,277.7,92,53.39
7,0.3,1.0,0,FIFO,Dinamik_N,4.44,512,281.2,114,53.45
8,0.3,1.0,0,FIFO,Dinamik_N,2.51,289,283.3,126,52.95
1,0.05,1.1,10,FIFO,Dinamik_N,72.2,8317,65.1,8,13.66
2,0.05,1.1,10,FIFO,Dinamik_N,56.92,6557,101.5,16,26.79
3,0.05,1.1,10,FIFO,Dinamik_N,41.95,4833,136.0,24,39.19
4,0.05,1.1,10,FIFO,Dinamik_N,28.33,3264,171.0,32,50.86
5,0.05,1.1,10,FIFO,Dinamik_N,18.28,2106,199.8,40,59.49
6,0.05,1.1,10,FIFO,Dinamik_N,15.95,1837,214.3,65,70.11
7,0.05,1.1,10,FIFO,Dinamik_N,10.6,1221,225.1,104,67.08
8,0.05,1.1,10,FIFO,Dinamik_N,6.48,747,231.1,131,65.82
1,0.1,1.1,10,FIFO,Dinamik_N,71.39,8224,70.5,8,13.37
2,0.1,1.1,10,FIFO,Dinamik_N,55.98,6449,109.0,16,26.34
3,0.1,1.1,10,FIFO,Dinamik_N,40.54,4670,146.9,24,37.36
4,0.1,1.1,10,FIFO,Dinamik_N,27.08,3120,182.6,32,49.36
5,0.1,1.1,10,FIFO,Dinamik_N,16.58,1910,213.9,42,60.49
6,0.1,1.1,10,FIFO,Dinamik_N,12.85,1480,230.3,66,64.63
7,0.1,1.1,10,FIFO,Dinamik_N,10.1,1163,236.5,106,64.43
8,0.1,1.1,10,FIFO,Dinamik_N,5.93,683,243.6,127,63.82
1,0.15,1.1,10,FIFO,Dinamik_N,70.44,8115,76.8,8,13.62
2,0.15,1.1,10,FIFO,Dinamik_N,54.83,6316,116.3,16,26.13
3,0.15,1.1,10,FIFO,Dinamik_N,40.04,4613,155.1,24,39.04
4,0.15,1.1,10,FIFO,Dinamik_N,26.41,3042,194.6,32,47.86
5,0.15,1.1,10,FIFO,Dinamik_N,18.07,2082,222.9,43,58.3
6,0.15,1.1,10,FIFO,Dinamik_N,12.81,1476,241.9,72,64.03
7,0.15,1.1,10,FIFO,Dinamik_N,8.38,965,250.4,107,62.36
8,0.15,1.1,10,FIFO,Dinamik_N,4.64,535,256.6,134,62.14
1,0.2,1.1,10,FIFO,Dinamik_N,68.68,7912,89.7,7,12.69
2,0.2,1.1,10,FIFO,Dinamik_N,52.55,6054,134.4,15,24.91
3,0.2,1.1,10,FIFO,Dinamik_N,35.64,4106,178.0,23,35.99
4,0.2,1.1,10,FIFO,Dinamik_N,21.74,2504,222.8,32,49.29
5,0.2,1.1,10,FIFO,Dinamik_N,16.25,1872,252.6,43,59.23
6,0.2,1.1,10,FIFO,Dinamik_N,11.94,1375,267.6,81,61.09
7,0.2,1.1,10,FIFO,Dinamik_N,7.73,890,273.2,112,58.68
8,0.2,1.1,10,FIFO,Dinamik_N,4.38,505,278.9,129,57.83
1,0.25,1.1,10,FIFO,Dinamik_N,64.8,7465,113.5,8,12.2
2,0.25,1.1,10,FIFO,Dinamik_N,47.66,5490,170.0,16,25.23
3,0.25,1.1,10,FIFO,Dinamik_N,30.34,3495,222.9,24,35.23
