arac_sayisi,alpha,talep_faktor,talep_sok_pct,dispatch_kural,n_modu,starv_pct,starv_dk,ort_wip,sefer_sayisi,mesafe_km
4,0.25,1.1,10,FIFO,Dinamik_N,16.7,1924,273.3,34,48.26
5,0.25,1.1,10,FIFO,Dinamik_N,11.5,1325,303.6,58,53.36
6,0.25,1.1,10,FIFO,Dinamik_N,8.34,961,310.3,92,51.35
7,0.25,1.1,10,FIFO,Dinamik_N,4.67,538,316.2,117,51.04
8,0.25,1.1,10,FIFO,Dinamik_N,2.57,296,319.4,128,51.39
1,0.3,1.1,10,FIFO,Dinamik_N,61.86,7126,131.8,8,13.22
2,0.3,1.1,10,FIFO,Dinamik_N,43.46,5007,196.7,16,27.08
3,0.3,1.1,10,FIFO,Dinamik_N,26.73,3079,258.3,24,36.85
4,0.3,1.1,10,FIFO,Dinamik_N,13.85,1595,314.6,34,46.53
5,0.3,1.1,10,FIFO,Dinamik_N,9.26,1067,334.9,64,48.6
6,0.3,1.1,10,FIFO,Dinamik_N,7.45,858,341.6,88,47.76
7,0.3,1.1,10,FIFO,Dinamik_N,4.18,481,346.8,108,47.42
8,0.3,1.1,10,FIFO,Dinamik_N,2.91,335,348.2,115,47.15
1,0.05,1.2,20,FIFO,Dinamik_N,72.8,8387,70.4,8,13.42
2,0.05,1.2,20,FIFO,Dinamik_N,58.16,6700,107.8,16,26.87
3,0.05,1.2,20,FIFO,Dinamik_N,43.55,5017,143.7,24,38.87
4,0.05,1.2,20,FIFO,Dinamik_N,32.2,3710,178.6,32,49.75
5,0.05,1.2,20,FIFO,Dinamik_N,20.83,2400,211.4,40,60.2
6,0.05,1.2,20,FIFO,Dinamik_N,15.86,1827,230.3,59,68.74
7,0.05,1.2,20,FIFO,Dinamik_N,12.52,1442,240.8,101,68.23
8,0.05,1.2,20,FIFO,Dinamik_N,9.16,1055,247.5,130,66.91
1,0.1,1.2,20,FIFO,Dinamik_N,71.14,8195,82.3,7,12.28
2,0.1,1.2,20,FIFO,Dinamik_N,56.02,6453,123.3,15,24.17
3,0.1,1.2,20,FIFO,Dinamik_N,40.69,4687,164.2,23,35.8
4,0.1,1.2,20,FIFO,Dinamik_N,26.73,3079,207.7,30,46.61
5,0.1,1.2,20,FIFO,Dinamik_N,18.09,2084,241.2,39,55.25
6,0.1,1.2,20,FIFO,Dinamik_N,13.72,1581,258.7,70,64.81
7,0.1,1.2,20,FIFO,Dinamik_N,11.54,1329,264.6,103,63.92
8,0.1,1.2,20,FIFO,Dinamik_N,8.44,972,270.2,129,63.09
1,0.15,1.2,20,FIFO,Dinamik_N,67.6,7787,104.1,8,12.49
2,0.15,1.2,20,FIFO,Dinamik_N,51.6,5944,156.5,16,23.82
3,0.15,1.2,20,FIFO,Dinamik_N,35.0,4032,205.7,24,34.33
4,0.15,1.2,20,FIFO,Dinamik_N,23.24,2677,251.0,33,46.21
5,0.15,1.2,20,FIFO,Dinamik_N,14.1,1624,290.6,45,56.37
6,0.15,1.2,20,FIFO,Dinamik_N,11.52,1327,302.3,83,57.51
7,0.15,1.2,20,FIFO,Dinamik_N,6.83,787,311.2,115,57.92
8,0.15,1.2,20,FIFO,Dinamik_N,4.18,482,314.9,134,57.67
1,0.2,1.2,20,FIFO,Dinamik_N,64.88,7474,120.9,8,13.26
2,0.2,1.2,20,FIFO,Dinamik_N,47.41,5462,181.9,16,25.99
3,0.2,1.2,20,FIFO,Dinamik_N,30.46,3509,242.0,24,36.43
4,0.2,1.2,20,FIFO,Dinamik_N,18.87,2174,292.8,32,45.3
5,0.2,1.2,20,FIFO,Dinamik_N,12.01,1383,324.9,54,55.34
6,0.2,1.2,20,FIFO,Dinamik_N,7.54,869,336.6,91,54.5
7,0.2,1.2,20,FIFO,Dinamik_N,6.49,748,338.0,114,54.44
8,0.2,1.2,20,FIFO,Dinamik_N,4.1,472,340.9,133,53.11
1,0.25,1.2,20,FIFO,Dinamik_N,61.88,7129,141.9,8,13.16
2,0.25,1.2,20,FIFO,Dinamik_N,43.48,5009,213.4,16,24.79
3,0.25,1.2,20,FIFO,Dinamik_N,26.84,3092,283.9,24,34.16
4,0.25,1.2,20,FIFO,Dinamik_N,13.69,1577,343.0,36,47.83
5,0.25,1.2,20,FIFO,Dinamik_N,9.75,1123,366.4,67,50.15
6,0.25,1.2,20,FIFO,Dinamik_N,6.16,710,374.7,91,48.58
7,0.25,1.2,20,FIFO,Dinamik_N,3.91,451,377.7,108,47.73
8,0.25,1.2,20,FIFO,Dinamik_N,2.72,313,380.1,117,48.62
1,0.3,1.2,20,FIFO,Dinamik_N,59.83,6892,154.5,8,12.99
2,0.3,1.2,20,FIFO,Dinamik_N,40.13,4623,233.9,16,24.32
3,0.3,1.2,20,FIFO,Dinamik_N,22.92,2640,312.3,24,35.74
4,0.3,1.2,20,FIFO,Dinamik_N,10.29,1185,375.6,40,46.55
5,0.3,1.2,20,FIFO,Dinamik_N,7.66,883,389.0,72,45.7
6,0.3,1.2,20,FIFO,Dinamik_N,6.34,730,392.6,96,45.74
7,0.3,1.2,20,FIFO,Dinamik_N,2.93,337,398.7,111,45.4
8,0.3,1.2,20,FIFO,Dinamik_N,2.02,233,399.1,117,44.55
1,0.05,0.8,-20,KRITIKLIK,Dinamik_N,64.86,7472,79.7,8,12.49
2,0.05,0.8,-20,KRITIKLIK,Dinamik_N,47.98,5527,119.9,16,24.84
3,0.05,0.8,-20,KRITIKLIK,Dinamik_N,32.07,3694,161.4,24,38.33
4,0.05,0.8,-20,KRITIKLIK,Dinamik_N,18.8,2166,196.6,31,45.31
5,0.05,0.8,-20,KRITIKLIK,Dinamik_N,9.98,1150,217.8,63,48.98
6,0.05,0.8,-20,KRITIKLIK,Dinamik_N,4.86,560,225.8,93,48.96
7,0.05,0.8,-20,KRITIKLIK,Dinamik_N,3.64,419,228.1,107,48.63
8,0.05,0.8,-20,KRITIKLIK,Dinamik_N,2.42,279,229.3,114,48.06
1,0.1,0.8,-20,KRITIKLIK,Dinamik_N,64.38,7416,80.2,8,12.29
2,0.1,0.8,-20,KRITIKLIK,Dinamik_N,49.74,5730,116.8,16,24.68
3,0.1,0.8,-20,KRITIKLIK,Dinamik_N,33.02,3804,160.1,24,38.46
4,0.1,0.8,-20,KRITIKLIK,Dinamik_N,17.27,1990,197.9,31,46.33
5,0.1,0.8,-20,KRITIKLIK,Dinamik_N,9.28,1069,219.2,68,47.97
6,0.1,0.8,-20,KRITIKLIK,Dinamik_N,5.21,600,225.6,99,48.91
7,0.1,0.8,-20,KRITIKLIK,Dinamik_N,3.3,380,229.0,111,48.82
8,0.1,0.8,-20,KRITIKLIK,Dinamik_N,2.6,300,230.0,117,48.82
1,0.15,0.8,-20,KRITIKLIK,Dinamik_N,64.56,7437,80.2,8,12.64
2,0.15,0.8,-20,KRITIKLIK,Dinamik_N,47.32,5451,122.5,16,25.16
3,0.15,0.8,-20,KRITIKLIK,Dinamik_N,33.29,3835,160.1,24,36.88
4,0.15,0.8,-20,KRITIKLIK,Dinamik_N,17.45,2010,199.2,32,48.08
5,0.15,0.8,-20,KRITIKLIK,Dinamik_N,8.85,1019,220.4,67,50.69
6,0.15,0.8,-20,KRITIKLIK,Dinamik_N,4.83,556,226.7,100,47.97
7,0.15,0.8,-20,KRITIKLIK,Dinamik_N,2.23,257,230.6,117,48.12
8,0.15,0.8,-20,KRITIKLIK,Dinamik_N,1.59,183,231.0,124,47.66
1,0.2,0.8,-20,KRITIKLIK,Dinamik_N,65.02,7490,79.5,8,12.8
2,0.2,0.8,-20,KRITIKLIK,Dinamik_N,48.37,5572,121.5,16,22.87
3,0.2,0.8,-20,KRITIKLIK,Dinamik_N,32.13,3701,162.2,24,36.86
4,0.2,0.8,-20,KRITIKLIK,Dinamik_N,17.57,2024,199.8,33,47.63
5,0.2,0.8,-20,KRITIKLIK,Dinamik_N,9.13,1052,220.0,67,51.2
6,0.2,0.8,-20,KRITIKLIK,Dinamik_N,5.27,607,225.6,96,50.99
7,0.2,0.8,-20,KRITIKLIK,Dinamik_N,2.62,302,229.6,118,49.95
8,0.2,0.8,-20,KRITIKLIK,Dinamik_N,1.66,191,230.6,126,49.38
1,0.25,0.8,-20,KRITIKLIK,Dinamik_N,64.43,7422,80.0,8,13.25
2,0.25,0.8,-20,KRITIKLIK,Dinamik_N,47.95,5524,120.7,16,24.88
3,0.25,0.8,-20,KRITIKLIK,Dinamik_N,32.83,3782,160.6,24,37.9
4,0.25,0.8,-20,KRITIKLIK,Dinamik_N,17.33,1996,199.8,33,48.15
5,0.25,0.8,-20,KRITIKLIK,Dinamik_N,10.49,1208,218.5,68,49.19
6,0.25,0.8,-20,KRITIKLIK,Dinamik_N,5.52,636,225.9,97,47.61
7,0.25,0.8,-20,KRITIKLIK,Dinamik_N,3.2,369,229.2,117,48.79
8,0.25,0.8,-20,KRITIKLIK,Dinamik_N,2.5,288,229.7,124,48.46
1,0.3,0.8,-20,KRITIKLIK,Dinamik_N,64.9,7477,78.7,8,12.73
2,0.3,0.8,-20,KRITIKLIK,Dinamik_N,47.68,5493,120.5,16,24.34
3,0.3,0.8,-20,KRITIKLIK,Dinamik_N,32.83,3782,159.0,24,36.8
4,0.3,0.8,-20,KRITIKLIK,Dinamik_N,18.09,2084,199.0,33,47.23
5,0.3,0.8,-20,KRITIKLIK,Dinamik_N,9.08,1046,219.9,65,49.67
6,0.3,0.8,-20,KRITIKLIK,Dinamik_N,4.79,552,227.1,95,49.45
7,0.3,0.8,-20,KRITIKLIK,Dinamik_N,3.58,412,229.0,111,49.69
8,0.3,0.8,-20,KRITIKLIK,Dinamik_N,2.26,260,230.4,121,49.31
1,0.05,0.9,-10,KRITIKLIK,Dinamik_N,67.88,7820,70.2,8,12.36
2,0.05,0.9,-10,KRITIKLIK,Dinamik_N,52.56,6055,105.9,16,23.88
3,0.05,0.9,-10,KRITIKLIK,Dinamik_N,38.81,4471,142.3,24,37.54
4,0.05,0.9,-10,KRITIKLIK,Dinamik_N,25.61,2950,176.1,32,47.82
5,0.05,0.9,-10,KRITIKLIK,Dinamik_N,14.81,1706,206.6,52,55.23
6,0.05,0.9,-10,KRITIKLIK,Dinamik_N,9.7,1118,217.2,83,53.83
7,0.05,0.9,-10,KRITIKLIK,Dinamik_N,5.66,652,223.3,111,53.83
8,0.05,0.9,-10,KRITIKLIK,Dinamik_N,4.27,492,224.6,125,53.35
1,0.1,0.9,-10,KRITIKLIK,Dinamik_N,68.36,7875,70.2,8,11.81
2,0.1,0.9,-10,KRITIKLIK,Dinamik_N,52.19,6012,107.4,16,25.0
3,0.1,0.9,-10,KRITIKLIK,Dinamik_N,38.04,4382,143.3,24,36.15
4,0.1,0.9,-10,KRITIKLIK,Dinamik_N,23.31,2685,181.0,33,48.31
5,0.1,0.9,-10,KRITIKLIK,Dinamik_N,14.87,1713,205.7,54,55.97
6,0.1,0.9,-10,KRITIKLIK,Dinamik_N,7.86,906,220.5,94,55.85
7,0.1,0.9,-10,KRITIKLIK,Dinamik_N,4.82,555,224.3,120,53.81
8,0.1,0.9,-10,KRITIKLIK,Dinamik_N,3.88,447,225.1,128,53.53
1,0.15,0.9,-10,KRITIKLIK,Dinamik_N,68.06,7841,70.0,8,12.4
2,0.15,0.9,-10,KRITIKLIK,Dinamik_N,52.78,6080,107.3,16,24.22
3,0.15,0.9,-10,KRITIKLIK,Dinamik_N,38.15,4395,142.9,24,35.76
4,0.15,0.9,-10,KRITIKLIK,Dinamik_N,26.41,3043,175.6,32,47.94
5,0.15,0.9,-10,KRITIKLIK,Dinamik_N,13.29,1531,207.9,52,53.42
6,0.15,0.9,-10,KRITIKLIK,Dinamik_N,8.9,1025,219.1,92,55.58
7,0.15,0.9,-10,KRITIKLIK,Dinamik_N,4.64,534,225.2,117,55.1
8,0.15,0.9,-10,KRITIKLIK,Dinamik_N,3.49,402,225.7,132,54.26
1,0.2,0.9,-10,KRITIKLIK,Dinamik_N,68.25,7862,69.4,8,11.31
2,0.2,0.9,-10,KRITIKLIK,Dinamik_N,53.13,6121,106.5,16,24.9
3,0.2,0.9,-10,KRITIKLIK,Dinamik_N,39.26,4523,142.6,24,36.95
4,0.2,0.9,-10,KRITIKLIK,Dinamik_N,25.07,2888,179.3,32,47.67
5,0.2,0.9,-10,KRITIKLIK,Dinamik_N,13.06,1504,208.8,53,55.39
6,0.2,0.9,-10,KRITIKLIK,Dinamik_N,8.12,936,219.1,91,54.08
7,0.2,0.9,-10,KRITIKLIK,Dinamik_N,5.0,576,224.2,119,55.08
8,0.2,0.9,-10,KRITIKLIK,Dinamik_N,2.57,296,226.9,135,53.91
1,0.25,0.9,-10,KRITIKLIK,Dinamik_N,67.54,7781,74.0,8,12.17
2,0.25,0.9,-10,KRITIKLIK,Dinamik_N,50.8,5852,116.8,16,22.97
3,0.25,0.9,-10,KRITIKLIK,Dinamik_N,37.31,4298,154.2,24,34.99
4,0.25,0.9,-10,KRITIKLIK,Dinamik_N,23.07,2658,194.3,33,47.44
5,0.25,0.9,-10,KRITIKLIK,Dinamik_N,12.82,1477,221.6,56,55.02
6,0.25,0.9,-10,KRITIKLIK,Dinamik_N,8.58,988,230.6,94,54.87
7,0.25,0.9,-10,KRITIKLIK,Dinamik_N,4.49,517,236.4,118,52.79
8,0.25,0.9,-10,KRITIKLIK,Dinamik_N,3.12,360,237.7,130,53.15
1,0.3,0.9,-10,KRITIKLIK,Dinamik_N,65.52,7548,86.9,8,11.04
2,0.3,0.9,-10,KRITIKLIK,Dinamik_N,50.97,5872,128.1,16,24.48
3,0.3,0.9,-10,KRITIKLIK,Dinamik_N,36.73,4231,165.9,24,37.48
4,0.3,0.9,-10,KRITIKLIK,Dinamik_N,21.09,2429,212.5,33,49.45
5,0.3,0.9,-10,KRITIKLIK,Dinamik_N,11.84,1364,234.6,56,52.41
6,0.3,0.9,-10,KRITIKLIK,Dinamik_N,6.45,743,245.6,96,52.56
7,0.3,0.9,-10,KRITIKLIK,Dinamik_N,2.9,334,250.6,124,51.47
8,0.3,0.9,-10,KRITIKLIK,Dinamik_N,2.14,247,251.6,129,51.28
1,0.05,1.0,0,KRITIKLIK,Dinamik_N,71.57,8245,62.6,8,11.78
2,0.05,1.0,0,KRITIKLIK,Dinamik_N,57.6,6635,95.9,16,24.41
3,0.05,1.0,0,KRITIKLIK,Dinamik_N,43.85,5051,129.5,24,37.55
4,0.05,1.0,0,KRITIKLIK,Dinamik_N,31.59,3639,162.8,32,51.35
5,0.05,1.0,0,KRITIKLIK,Dinamik_N,19.24,2217,193.4,42,61.72
6,0.05,1.0,0,KRITIKLIK,Dinamik_N,11.94,1376,211.8,76,63.02
7,0.05,1.0,0,KRITIKLIK,Dinamik_N,9.33,1075,215.9,107,61.45
8,0.05,1.0,0,KRITIKLIK,Dinamik_N,4.31,497,225.3,142,59.84
1,0.1,1.0,0,KRITIKLIK,Dinamik_N,71.65,8254,62.7,8,11.72
2,0.1,1.0,0,KRITIKLIK,Dinamik_N,58.49,6738,94.3,16,23.88
3,0.1,1.0,0,KRITIKLIK,Dinamik_N,43.9,5057,130.7,24,35.43
4,0.1,1.0,0,KRITIKLIK,Dinamik_N,31.6,3640,161.7,32,48.48
5,0.1,1.0,0,KRITIKLIK,Dinamik_N,18.9,2177,194.5,42,59.18
6,0.1,1.0,0,KRITIKLIK,Dinamik_N,13.3,1532,207.7,75,60.99
7,0.1,1.0,0,KRITIKLIK,Dinamik_N,9.27,1068,217.1,112,61.44
8,0.1,1.0,0,KRITIKLIK,Dinamik_N,4.16,479,225.1,139,60.41
1,0.15,1.0,0,KRITIKLIK,Dinamik_N,70.11,8077,69.9,8,11.28
2,0.15,1.0,0,KRITIKLIK,Dinamik_N,56.48,6506,103.7,16,23.2
3,0.15,1.0,0,KRITIKLIK,Dinamik_N,44.73,5153,136.4,24,36.13
4,0.15,1.0,0,KRITIKLIK,Dinamik_N,29.12,3355,175.3,32,48.0
5,0.15,1.0,0,KRITIKLIK,Dinamik_N,17.95,2068,207.0,42,58.15
6,0.15,1.0,0,KRITIKLIK,Dinamik_N,12.08,1392,221.0,81,61.14
7,0.15,1.0,0,KRITIKLIK,Dinamik_N,7.1,818,231.1,116,59.11
8,0.15,1.0,0,KRITIKLIK,Dinamik_N,3.22,371,237.3,139,58.48
1,0.2,1.0,0,KRITIKLIK,Dinamik_N,69.36,7990,78.2,8,12.5
2,0.2,1.0,0,KRITIKLIK,Dinamik_N,54.0,6221,118.3,16,24.96
3,0.2,1.0,0,KRITIKLIK,Dinamik_N,41.56,4788,151.9,24,36.09
4,0.2,1.0,0,KRITIKLIK,Dinamik_N,29.89,3443,184.5,33,49.44
5,0.2,1.0,0,KRITIKLIK,Dinamik_N,16.22,1868,220.8,45,59.03
6,0.2,1.0,0,KRITIKLIK,Dinamik_N,11.68,1346,233.8,83,58.58
7,0.2,1.0,0,KRITIKLIK,Dinamik_N,6.35,731,244.1,113,57.1
8,0.2,1.0,0,KRITIKLIK,Dinamik_N,3.13,361,248.4,137,57.69
1,0.25,1.0,0,KRITIKLIK,Dinamik_N,70.67,8141,75.5,8,11.8
2,0.25,1.0,0,KRITIKLIK,Dinamik_N,54.14,6237,123.8,16,24.04
3,0.25,1.0,0,KRITIKLIK,Dinamik_N,40.79,4699,161.7,24,38.45
4,0.25,1.0,0,KRITIKLIK,Dinamik_N,26.61,3066,205.4,32,48.48
5,0.25,1.0,0,KRITIKLIK,Dinamik_N,15.54,1790,234.9,47,56.27
6,0.25,1.0,0,KRITIKLIK,Dinamik_N,10.21,1176,248.9,88,57.46
7,0.25,1.0,0,KRITIKLIK,Dinamik_N,5.36,617,256.6,116,56.8
8,0.25,1.0,0,KRITIKLIK,Dinamik_N,3.65,420,258.3,131,56.44
1,0.3,1.0,0,KRITIKLIK,Dinamik_N,67.63,7791,94.5,8,12.11
2,0.3,1.0,0,KRITIKLIK,Dinamik_N,51.47,5929,143.4,16,24.39
3,0.3,1.0,0,KRITIKLIK,Dinamik_N,35.64,4106,192.5,24,38.59
4,0.3,1.0,0,KRITIKLIK,Dinamik_N,23.72,2732,229.7,32,46.42
5,0.3,1.0,0,KRITIKLIK,Dinamik_N,12.2,1406,266.9,55,53.35
6,0.3,1.0,0,KRITIKLIK,Dinamik_N,6.59,759,278.7,92,52.82
7,0.3,1.0,0,KRITIKLIK,Dinamik_N,4.47,515,281.6,114,53.69
8,0.3,1.0,0,KRITIKLIK,Dinamik_N,2.45,282,283.0,126,53.02
1,0.05,1.1,10,KRITIKLIK,Dinamik_N,73.09,8420,62.6,8,12.44
2,0.05,1.1,10,KRITIKLIK,Dinamik_N,60.38,6956,93.6,16,22.3
3,0.05,1.1,10,KRITIKLIK,Dinamik_N,48.15,5547,125.5,24,36.85
4,0.05,1.1,10,KRITIKLIK,Dinamik_N,37.29,4296,153.7,32,50.88
5,0.05,1.1,10,KRITIKLIK,Dinamik_N,24.88,2866,190.3,40,60.36
6,0.05,1.1,10,KRITIKLIK,Dinamik_N,17.51,2017,211.5,65,69.4
7,0.05,1.1,10,KRITIKLIK,Dinamik_N,10.65,1227,224.0,104,67.06
8,0.05,1.1,10,KRITIKLIK,Dinamik_N,6.92,797,230.4,131,65.62
1,0.1,1.1,10,KRITIKLIK,Dinamik_N,72.5,8352,68.0,8,12.17
2,0.1,1.1,10,KRITIKLIK,Dinamik_N,58.28,6714,103.7,16,26.31
3,0.1,1.1,10,KRITIKLIK,Dinamik_N,44.88,5170,141.7,24,39.37
4,0.1,1.1,10,KRITIKLIK,Dinamik_N,35.57,4098,169.1,32,49.51
5,0.1,1.1,10,KRITIKLIK,Dinamik_N,23.85,2748,200.6,42,60.16
6,0.1,1.1,10,KRITIKLIK,Dinamik_N,14.04,1617,227.6,66,64.25
7,0.1,1.1,10,KRITIKLIK,Dinamik_N,9.98,1150,233.7,106,63.11
8,0.1,1.1,10,KRITIKLIK,Dinamik_N,6.26,721,243.2,127,63.56
1,0.15,1.1,10,KRITIKLIK,Dinamik_N,72.31,8330,73.2,8,14.07
2,0.15,1.1,10,KRITIKLIK,Dinamik_N,57.4,6613,110.7,16,25.35
3,0.15,1.1,10,KRITIKLIK,Dinamik_N,42.22,4864,153.8,24,38.65
4,0.15,1.1,10,KRITIKLIK,Dinamik_N,33.55,3865,180.4,32,48.7
5,0.15,1.1,10,KRITIKLIK,Dinamik_N,21.75,2506,217.4,43,59.78
6,0.15,1.1,10,KRITIKLIK,Dinamik_N,14.05,1618,238.6,72,64.86
7,0.15,1.1,10,KRITIKLIK,Dinamik_N,9.92,1143,248.3,107,62.89
8,0.15,1.1,10,KRITIKLIK,Dinamik_N,4.78,551,256.6,134,62.16
1,0.2,1.1,10,KRITIKLIK,Dinamik_N,70.16,8083,85.3,7,11.24
2,0.2,1.1,10,KRITIKLIK,Dinamik_N,54.26,6251,128.0,15,23.57
3,0.2,1.1,10,KRITIKLIK,Dinamik_N,42.85,4936,162.6,23,37.5
4,0.2,1.1,10,KRITIKLIK,Dinamik_N,30.98,3569,200.3,32,48.67
5,0.2,1.1,10,KRITIKLIK,Dinamik_N,19.15,2206,241.9,43,60.42
6,0.2,1.1,10,KRITIKLIK,Dinamik_N,11.53,1328,267.7,81,59.77
7,0.2,1.1,10,KRITIKLIK,Dinamik_N,7.89,909,272.8,112,58.35
8,0.2,1.1,10,KRITIKLIK,Dinamik_N,4.31,496,278.6,129,57.49
1,0.25,1.1,10,KRITIKLIK,Dinamik_N,67.07,7727,101.2,8,11.46
2,0.25,1.1,10,KRITIKLIK,Dinamik_N,51.8,5967,151.3,16,23.79
3,0.25,1.1,10,KRITIKLIK,Dinamik_N,38.06,4385,198.3,24,36.26
4,0.25,1.1,10,KRITIKLIK,Dinamik_N,22.87,2635,260.1,34,48.45
5,0.25,1.1,10,KRITIKLIK,Dinamik_N,13.61,1568,297.7,58,53.4
6,0.25,1.1,10,KRITIKLIK,Dinamik_N,8.33,960,311.2,92,50.5
7,0.25,1.1,10,KRITIKLIK,Dinamik_N,4.35,501,316.7,117,51.3
8,0.25,1.1,10,KRITIKLIK,Dinamik_N,2.52,290,319.6,128,52.23
1,0.3,1.1,10,KRITIKLIK,Dinamik_N,64.01,7374,127.3,8,12.35
2,0.3,1.1,10,KRITIKLIK,Dinamik_N,49.64,5719,173.0,16,26.29
3,0.3,1.1,10,KRITIKLIK,Dinamik_N,33.0,3802,237.9,24,38.45
4,0.3,1.1,10,KRITIKLIK,Dinamik_N,16.92,1949,303.8,34,46.56
5,0.3,1.1,10,KRITIKLIK,Dinamik_N,11.53,1328,329.4,64,48.72
6,0.3,1.1,10,KRITIKLIK,Dinamik_N,7.71,888,339.4,88,47.2
7,0.3,1.1,10,KRITIKLIK,Dinamik_N,4.44,511,346.2,108,47.07
8,0.3,1.1,10,KRITIKLIK,Dinamik_N,2.83,326,348.2,115,46.9
1,0.05,1.2,20,KRITIKLIK,Dinamik_N,73.56,8474,70.0,8,13.4
2,0.05,1.2,20,KRITIKLIK,Dinamik_N,60.86,7011,105.8,16,27.55
3,0.05,1.2,20,KRITIKLIK,Dinamik_N,48.03,5533,140.2,24,37.88
4,0.05,1.2,20,KRITIKLIK,Dinamik_N,37.45,4314,171.5,32,49.06
5,0.05,1.2,20,KRITIKLIK,Dinamik_N,29.93,3448,191.9,40,58.91
6,0.05,1.2,20,KRITIKLIK,Dinamik_N,18.76,2161,225.1,59,70.36
7,0.05,1.2,20,KRITIKLIK,Dinamik_N,12.62,1454,239.7,101,69.17
8,0.05,1.2,20,KRITIKLIK,Dinamik_N,8.97,1033,246.9,130,66.99
1,0.1,1.2,20,KRITIKLIK,Dinamik_N,72.2,8318,76.8,8,12.71
2,0.1,1.2,20,KRITIKLIK,Dinamik_N,58.92,6788,117.8,15,25.11
3,0.1,1.2,20,KRITIKLIK,Dinamik_N,47.66,5491,153.8,23,35.79
4,0.1,1.2,20,KRITIKLIK,Dinamik_N,35.33,4070,192.9,30,49.4
5,0.1,1.2,20,KRITIKLIK,Dinamik_N,22.47,2588,233.2,39,59.49
6,0.1,1.2,20,KRITIKLIK,Dinamik_N,15.4,1774,254.0,70,67.92
7,0.1,1.2,20,KRITIKLIK,Dinamik_N,12.05,1388,263.0,103,63.25
8,0.1,1.2,20,KRITIKLIK,Dinamik_N,8.68,1000,269.4,129,62.32
1,0.15,1.2,20,KRITIKLIK,Dinamik_N,69.01,7950,101.0,8,12.21
2,0.15,1.2,20,KRITIKLIK,Dinamik_N,54.62,6292,151.4,16,24.67
3,0.15,1.2,20,KRITIKLIK,Dinamik_N,40.58,4675,198.4,24,37.35
4,0.15,1.2,20,KRITIKLIK,Dinamik_N,26.92,3101,246.8,33,48.25
5,0.15,1.2,20,KRITIKLIK,Dinamik_N,15.35,1768,289.5,45,57.7
6,0.15,1.2,20,KRITIKLIK,Dinamik_N,12.69,1462,299.3,83,57.25
7,0.15,1.2,20,KRITIKLIK,Dinamik_N,7.8,898,309.5,115,57.95
8,0.15,1.2,20,KRITIKLIK,Dinamik_N,4.24,489,315.0,134,57.63
1,0.2,1.2,20,KRITIKLIK,Dinamik_N,65.7,7569,120.8,8,12.15
2,0.2,1.2,20,KRITIKLIK,Dinamik_N,50.99,5874,176.3,16,24.64
3,0.2,1.2,20,KRITIKLIK,Dinamik_N,37.98,4375,224.9,24,36.72
4,0.2,1.2,20,KRITIKLIK,Dinamik_N,21.14,2435,288.5,32,46.59
5,0.2,1.2,20,KRITIKLIK,Dinamik_N,13.28,1530,322.1,54,56.59
6,0.2,1.2,20,KRITIKLIK,Dinamik_N,8.11,934,335.1,91,55.14
7,0.2,1.2,20,KRITIKLIK,Dinamik_N,6.94,799,337.6,114,54.3
8,0.2,1.2,20,KRITIKLIK,Dinamik_N,4.13,476,340.8,133,53.11
1,0.25,1.2,20,KRITIKLIK,Dinamik_N,64.65,7448,136.9,8,12.94
2,0.25,1.2,20,KRITIKLIK,Dinamik_N,48.76,5617,201.0,16,23.67
3,0.25,1.2,20,KRITIKLIK,Dinamik_N,31.75,3658,267.4,24,35.12
4,0.25,1.2,20,KRITIKLIK,Dinamik_N,17.59,2026,333.9,36,46.97
5,0.25,1.2,20,KRITIKLIK,Dinamik_N,10.5,1210,364.5,67,50.8
6,0.25,1.2,20,KRITIKLIK,Dinamik_N,6.72,774,373.9,91,48.29
7,0.25,1.2,20,KRITIKLIK,Dinamik_N,4.38,505,377.4,108,48.24
8,0.25,1.2,20,KRITIKLIK,Dinamik_N,2.84,327,379.9,117,48.87
1,0.3,1.2,20,KRITIKLIK,Dinamik_N,62.07,7150,152.6,8,11.51
2,0.3,1.2,20,KRITIKLIK,Dinamik_N,43.84,5050,228.1,16,26.29
3,0.3,1.2,20,KRITIKLIK,Dinamik_N,29.78,3431,293.0,24,34.96
4,0.3,1.2,20,KRITIKLIK,Dinamik_N,10.91,1257,371.3,40,46.67
5,0.3,1.2,20,KRITIKLIK,Dinamik_N,7.66,883,387.7,72,46.14
6,0.3,1.2,20,KRITIKLIK,Dinamik_N,5.77,665,392.1,96,46.03
7,0.3,1.2,20,KRITIKLIK,Dinamik_N,3.04,350,398.5,111,45.31
8,0.3,1.2,20,KRITIKLIK,Dinamik_N,2.04,235,399.1,117,44.82
1,0.05,0.8,-20,EDD,Sabit_N,62.6,7212,88.3,8,13.29
2,0.05,0.8,-20,EDD,Sabit_N,43.13,4969,134.7,16,26.36
3,0.05,0.8,-20,EDD,Sabit_N,24.57,2830,180.3,23,37.07
4,0.05,0.8,-20,EDD,Sabit_N,12.07,1391,219.8,32,45.27
5,0.05,0.8,-20,EDD,Sabit_N,8.09,932,232.7,68,49.28
6,0.05,0.8,-20,EDD,Sabit_N,3.88,447,237.9,93,46.98
7,0.05,0.8,-20,EDD,Sabit_N,2.83,326,239.8,107,46.69
